Co./Last Name,Date,Invoice,StockCode,PurCat,Quantity,UnitCost,Discount,LineTotal,TaxLabel,TaxAmount
MH,01/07/2017,1080001894,9421014525500,1,120.0,2.4617,0.0,322.0,VAT9,26.59
MH,01/07/2017,1080001894,220,1,12.0,11.9266,0.0,156.0,VAT9,12.88
Legends Distributors,01/07/2017,404,9310797257220,1,80.0,5.5963,0.0,488.0,VAT9,40.29
Legends Distributors,01/07/2017,404,9310797257237,1,40.0,10.7339,0.0,468.0,VAT9,38.64
Legends Distributors,01/07/2017,404,9310797282161,1,10.0,5.5046,0.0,60.0,VAT9,4.95
Reddy Sweets,01/07/2017,80095,93545037,1,30.0,0.7034,0.0,22.999,VAT9,1.9
Reddy Sweets,01/07/2017,80095,9300605030411,1,200.0,0.0413,0.0,9.0034,VAT9,0.74
Reddy Sweets,01/07/2017,80095,294,1,200.0,0.0459,0.0,10.0062,VAT9,0.83
MH,01/07/2017,1170001850,9421901704827,1,4.0,55.4128,0.0,241.6,VAT9,19.95
RB Patel,03/07/2017,4000805734,9421902692925,1,120.0,2.737,0.0,358.0,VAT9,29.56
RB Patel,03/07/2017,4000805734,9421902692123,1,96.0,2.737,0.0,286.4,VAT9,23.65
RB Patel,03/07/2017,4000805734,9421902692901,1,24.0,2.7431,0.0,71.76,VAT9,5.93
Tappoo Limited,03/07/2017,685231,9414453905507,1,240.0,4.3119,0.0,1128.0,VAT9,93.14
Legends Distributors,04/07/2017,72378,5333333123401,1,100.0,0.863,0.0,94.067,VAT9,7.77
Legends Distributors,04/07/2017,72378,9200129100150,1,5.0,12.936,0.0,70.5012,VAT9,5.82
RB Patel,05/07/2017,4000805731,9421902692123,1,120.0,2.737,0.0,358.0,VAT9,29.56
oceanic,05/07/2017,149920047,397,1,30.0,2.587,0.0,84.5949,VAT9,6.98
Legends Distributors,06/07/2017,1042,9310797257220,1,80.0,5.5963,0.0,487.993,VAT9,40.29
Legends Distributors,06/07/2017,1042,9310797257237,1,40.0,10.7339,0.0,468.0024,VAT9,38.64
Legends Distributors,06/07/2017,1042,314,1,10.0,5.229,0.0,56.9961,VAT9,4.71
Legends Distributors,06/07/2017,72859,302,1,80.0,1.726,0.0,150.5072,VAT9,12.43
Legends Distributors,06/07/2017,72859,9000056100007,1,60.0,6.037,0.0,394.8198,VAT9,32.6
Legends Distributors,06/07/2017,72859,9200129100112,1,15.0,9.486,0.0,155.0961,VAT9,12.81
Legends Distributors,06/07/2017,72859,9200129100150,1,15.0,12.936,0.0,211.5036,VAT9,17.46
Legends Distributors,06/07/2017,72859,9200129100259,1,5.0,21.56,0.0,117.502,VAT9,9.7
Legends Distributors,06/07/2017,72859,5333333123401,1,150.0,0.863,0.0,141.1005,VAT9,11.65
Legends Distributors,06/07/2017,72859,110,1,50.0,6.037,0.0,329.0165,VAT9,27.17
Legends Distributors,06/07/2017,72859,5555001340105,1,15.0,8.624,0.0,141.0024,VAT9,11.64
RB Patel,06/07/2017,89756,8850006321133,1,12.0,0.4587,0.0,6.0,VAT9,0.5
oceanic,07/07/2017,149940502,397,1,30.0,2.587,0.0,84.5949,VAT9,6.98
oceanic,07/07/2017,149940502,79,1,10.0,5.175,0.0,56.4075,VAT9,4.66
Zeeona,07/07/2017,309,285,1,60.0,0.3058,0.0,20.0,VAT9,1.65
Zeeona,07/07/2017,309,9414043001145,1,96.0,0.5734,0.0,60.0,VAT9,4.95
Zeeona,07/07/2017,309,93573023,1,90.0,0.6272,0.0,61.53,VAT9,5.08
Zeeona,07/07/2017,309,374,1,94.0,0.1269,0.0,13.0,VAT9,1.07
Zeeona,07/07/2017,309,9300605030411,1,200.0,0.0826,0.0,18.0,VAT9,1.49
Zeeona,07/07/2017,309,271,1,100.0,0.1193,0.0,13.0,VAT9,1.07
Zeeona,07/07/2017,309,70330600065,1,50.0,1.8624,0.0,101.5,VAT9,8.38
Zeeona,07/07/2017,309,93573009,1,30.0,0.6269,0.0,20.5,VAT9,1.69
Goodman Fielder,07/07/2017,4826,706799200071,1,24.0,0.5929,0.0,15.5107,VAT9,1.28
Goodman Fielder,07/07/2017,4826,706799200033,1,12.0,1.5481,0.0,20.2522,VAT9,1.67
Goodman Fielder,07/07/2017,4826,706799200033,1,12.0,1.5481,0.0,20.2522,VAT9,1.67
Goodman Fielder,07/07/2017,4826,706799200255,1,12.0,1.5482,0.0,20.2522,VAT9,1.67
Legends Distributors,07/07/2017,1079,9310797257220,1,80.0,5.578,0.0,486.4,VAT9,40.16
Legends Distributors,07/07/2017,1079,9310797257237,1,40.0,10.7248,0.0,467.6,VAT9,38.61
CJ Patel,07/07/2017,1105325,9338815001013,1,60.0,0.314,0.0,20.54,VAT9,1.7
MH,08/07/2017,1170001835,9421014525302,1,120.0,4.5489,0.0,594.9983,VAT9,49.13
MH,08/07/2017,1170001835,9421014525302,1,180.0,4.5489,0.0,892.492,VAT9,73.69
Goodman Fielder,08/07/2017,12554,9414681500116,1,4.0,5.9885,0.0,26.11,VAT9,2.16
Goodman Fielder,08/07/2017,12554,706799200781,1,90.0,0.7133,0.0,69.97,VAT9,5.78
Goodman Fielder,08/07/2017,12554,706799200774,1,60.0,0.7133,0.0,46.65,VAT9,3.85
Goodman Fielder,08/07/2017,12554,706799200750,1,60.0,0.296,0.0,19.36,VAT9,1.6
Goodman Fielder,08/07/2017,12554,9414681500079,1,24.0,0.6292,0.0,16.46,VAT9,1.36
Goodman Fielder,08/07/2017,12554,9414681500086,1,18.0,1.1468,0.0,22.5,VAT9,1.86
Goodman Fielder,08/07/2017,12554,244,1,8.0,14.6468,0.0,127.72,VAT9,10.55
Market,08/07/2017,,224,1,18.0,3.0583,0.0,60.0,VAT9,4.95
Market,08/07/2017,,11136002,1,20.0,1.5595,0.0,34.0,VAT9,2.81
Market,08/07/2017,,311,1,30.0,0.6422,0.0,21.0,VAT9,1.73
Legends Distributors,10/07/2017,149963436,397,1,20.0,2.587,0.0,56.3966,VAT9,4.66
Legends Distributors,10/07/2017,149963436,79,1,10.0,5.175,0.0,56.4075,VAT9,4.66
Legends Distributors,10/07/2017,73115,9000056100007,1,20.0,6.037,0.0,131.6066,VAT9,10.87
Legends Distributors,10/07/2017,73115,9200129100112,1,5.0,9.486,0.0,51.6987,VAT9,4.27
Legends Distributors,10/07/2017,73115,5333333123401,1,50.0,0.863,0.0,47.0335,VAT9,3.88
Legends Distributors,10/07/2017,73115,110,1,30.0,6.037,0.0,197.4099,VAT9,16.3
Legends Distributors,10/07/2017,73115,5555001340105,1,10.0,8.624,0.0,94.0016,VAT9,7.76
Motibhai,11/07/2017,1180005043,9416323109350,1,44.0,3.2273,0.0,154.78,VAT9,12.78
Motibhai,11/07/2017,1180005043,8992760121090,1,12.0,1.8933,0.0,24.7648,VAT9,2.04
Motibhai,11/07/2017,1180005043,8992760121090,1,12.0,1.8933,0.0,24.7648,VAT9,2.04
MH,11/07/2017,1080001890,9421014525302,1,120.0,4.5489,0.0,595.0,VAT9,49.13
MH,11/07/2017,1080001890,9421014525302,1,180.0,4.5489,0.0,892.492,VAT9,73.69
Market,12/07/2017,,9310797257220,1,20.0,5.578,0.0,121.6004,VAT9,10.04
Market,12/07/2017,,27,1,7.0,15.0,0.0,114.45,VAT9,9.45
Ashabhai,12/07/2017,1957866,414,1,12.0,3.6517,0.0,47.7638,VAT9,3.94
Legends Distributors,12/07/2017,72200,302,1,50.0,1.726,0.0,94.067,VAT9,7.77
Legends Distributors,12/07/2017,72200,5333333123401,1,50.0,0.863,0.0,47.0335,VAT9,3.88
Coca Cola,13/07/2017,3010089305,9416216001464,1,24.0,1.3417,0.0,35.098,VAT9,2.9
Coca Cola,13/07/2017,3010089305,9416216001723,1,24.0,1.3417,0.0,35.098,VAT9,2.9
Coca Cola,13/07/2017,3010089305,9416216001723,1,24.0,1.3417,0.0,35.098,VAT9,2.9
Coca Cola,13/07/2017,3010089305,9416216001730,1,24.0,1.3417,0.0,35.098,VAT9,2.9
Coca Cola,13/07/2017,3010089305,9416216020458,1,24.0,2.2936,0.0,60.0045,VAT9,4.95
Coca Cola,13/07/2017,3010089305,9416216057324,1,120.0,1.724,0.0,225.4992,VAT9,18.62
Coca Cola,13/07/2017,3010089305,9416216057348,1,24.0,1.7248,0.0,45.126,VAT9,3.73
Coca Cola,13/07/2017,3010089305,9416216057348,1,24.0,1.7248,0.0,45.126,VAT9,3.73
Coca Cola,13/07/2017,3010089305,9416216283051,1,12.0,2.9579,0.0,38.6841,VAT9,3.19
Coca Cola,13/07/2017,3010089305,9416216283075,1,24.0,2.9572,0.0,77.3573,VAT9,6.39
Coca Cola,13/07/2017,3010089305,9416216284102,1,24.0,3.7844,0.0,99.0047,VAT9,8.17
Coca Cola,13/07/2017,3010089305,9416216284157,1,8.0,3.7852,0.0,33.0052,VAT9,2.73
Coca Cola,13/07/2017,3010089305,9416216284133,1,8.0,3.7844,0.0,33.0052,VAT9,2.73
Coca Cola,13/07/2017,3010089305,632565000036,1,36.0,2.3127,0.0,90.7534,VAT9,7.49
Zeeona,13/07/2017,317,93573030,1,100.0,0.312,0.0,34.01,VAT9,2.81
Zeeona,13/07/2017,317,374,1,300.0,0.0734,0.0,24.0,VAT9,1.98
Tappoo Limited,13/07/2017,685429,9414453905507,1,240.0,4.3119,0.0,1127.9974,VAT9,93.14
Goodman Fielder,13/07/2017,,11,1,9.0,11.213,0.0,110.0,VAT9,9.08
FMF,13/07/2017,1180005014,9416470366156,1,12.0,2.3624,0.0,30.9,VAT9,2.55
FMF,13/07/2017,1180005014,9416470366156,1,24.0,2.3624,0.0,61.8,VAT9,5.1
FMF,13/07/2017,1180005014,9416470366156,1,12.0,2.3624,0.0,30.9,VAT9,2.55
Legends Distributors,13/07/2017,73318,302,1,100.0,1.726,0.0,188.134,VAT9,15.53
Legends Distributors,13/07/2017,73318,9000056100007,1,60.0,6.037,0.0,394.8198,VAT9,32.6
Legends Distributors,13/07/2017,73318,9200129100112,1,15.0,9.486,0.0,155.0961,VAT9,12.81
Legends Distributors,13/07/2017,73318,9200129100150,1,5.0,12.936,0.0,70.5012,VAT9,5.82
Legends Distributors,13/07/2017,73318,9200129100259,1,5.0,21.56,0.0,117.502,VAT9,9.7
Legends Distributors,13/07/2017,73318,5333333123401,1,150.0,0.863,0.0,141.1005,VAT9,11.65
Legends Distributors,13/07/2017,73318,110,1,50.0,6.037,0.0,329.0165,VAT9,27.17
Legends Distributors,13/07/2017,73318,5555001340105,1,20.0,8.624,0.0,188.0032,VAT9,15.52
RB Patel,13/07/2017,400080575,9421902692017,1,120.0,4.6789,0.0,612.0,VAT9,50.53
RB Patel,14/07/2017,4000805759,9421902692017,1,48.0,4.6789,0.0,244.8,VAT9,20.21
RB Patel,14/07/2017,4000805759,9421902692017,1,24.0,4.6789,0.0,122.4,VAT9,10.11
Goodman Fielder,14/07/2017,,405,1,10.0,8.2569,0.0,90.0,VAT9,7.43
Motibhai,14/07/2017,1180005269,9416323109459,1,132.0,1.8,0.0,258.984,VAT9,21.38
Motibhai,14/07/2017,1180005269,8901324009286,1,50.0,0.153,0.0,8.3385,VAT9,0.69
oceanic,14/07/2017,149998641,397,1,30.0,2.587,0.0,84.5949,VAT9,6.98
oceanic,14/07/2017,149998641,79,1,20.0,5.175,0.0,112.815,VAT9,9.32
Zeeona,14/07/2017,337,93573023,1,90.0,0.6272,0.0,61.53,VAT9,5.08
Zeeona,14/07/2017,337,356,1,60.0,0.1468,0.0,9.6,VAT9,0.79
Zeeona,14/07/2017,337,294,1,250.0,0.0367,0.0,10.0,VAT9,0.83
Zeeona,14/07/2017,337,280,1,200.0,0.0436,0.0,9.5,VAT9,0.78
Zeeona,14/07/2017,337,374,1,83.0,0.1437,0.0,13.0,VAT9,1.07
RB Patel,15/07/2017,4000507366,5388887655670,1,60.0,0.5046,0.0,33.0,VAT9,2.72
Legends Distributors,15/07/2017,1236,9310797257220,1,100.0,5.578,0.0,608.0,VAT9,50.2
Legends Distributors,15/07/2017,1236,9310797257237,1,50.0,10.7248,0.0,584.5,VAT9,48.26
Legends Distributors,15/07/2017,1236,9310797282161,1,10.0,5.6927,0.0,62.05,VAT9,5.12
RB Patel,17/07/2017,4000805769,9421902692017,1,24.0,4.6789,0.0,122.4,VAT9,10.11
RB Patel,17/07/2017,4000805769,9421902692017,1,48.0,4.6789,0.0,244.8,VAT9,20.21
RB Patel,17/07/2017,4000805769,9421902692017,1,24.0,4.6789,0.0,122.4,VAT9,10.11
RB Patel,18/07/2017,90182,295,1,24.0,0.191,0.0,4.9922,VAT9,0.41
New World,18/07/2017,1216-8573,9416470213245,1,72.0,0.8725,0.0,68.4738,VAT9,5.65
Zeeona,18/07/2017,,265,1,200.0,0.0413,0.0,9.0034,VAT9,0.74
Legends Distributors,19/07/2017,73164,302,1,10.0,1.726,0.0,18.8134,VAT9,1.55
Legends Distributors,19/07/2017,73164,9000056100007,1,20.0,6.037,0.0,131.6066,VAT9,10.87
Legends Distributors,19/07/2017,73164,5333333123401,1,50.0,0.863,0.0,47.0335,VAT9,3.88
Legends Distributors,20/07/2017,1494,9310797257220,1,100.0,5.578,0.0,608.002,VAT9,50.2
Legends Distributors,20/07/2017,1494,9310797257237,1,40.0,10.7248,0.0,467.5991,VAT9,38.61
Legends Distributors,20/07/2017,1494,9310797282161,1,10.0,5.6927,0.0,62.0537,VAT9,5.12
oceanic,21/07/2017,150058065,397,1,40.0,2.587,0.0,112.7932,VAT9,9.31
oceanic,21/07/2017,150058065,79,1,20.0,5.175,0.0,112.815,VAT9,9.32
Coca Cola,21/07/2017,3010089473,9416216057362,1,48.0,1.7242,0.0,90.2084,VAT9,7.45
Coca Cola,21/07/2017,3010089473,9416216057348,1,24.0,1.725,0.0,45.126,VAT9,3.73
Coca Cola,21/07/2017,3010089473,9416216057348,1,24.0,1.725,0.0,45.126,VAT9,3.73
Coca Cola,21/07/2017,3010089473,632565000029,1,24.0,2.1305,0.0,55.7317,VAT9,4.6
Coca Cola,21/07/2017,3010089473,9416216283068,1,60.0,2.9587,0.0,193.4968,VAT9,15.98
Coca Cola,21/07/2017,3010089473,9416216284102,1,48.0,3.7846,0.0,198.0094,VAT9,16.35
Coca Cola,21/07/2017,3010089473,9416216284157,1,8.0,3.785,0.0,33.0052,VAT9,2.73
Coca Cola,21/07/2017,3010089473,9416216284133,1,8.0,3.785,0.0,33.0052,VAT9,2.73
Coca Cola,21/07/2017,3010089473,632565000012,1,24.0,1.3838,0.0,36.1989,VAT9,2.99
Zeeona,21/07/2017,353,9414043001145,1,96.0,0.5734,0.0,60.0,VAT9,4.95
Zeeona,21/07/2017,353,2089,1,53.0,0.1212,0.0,7.0,VAT9,0.58
Zeeona,21/07/2017,353,356,1,30.0,0.1468,0.0,4.8,VAT9,0.4
Goodman Fielder,21/07/2017,7028,706799200071,1,24.0,0.5929,0.0,15.5107,VAT9,1.28
Goodman Fielder,21/07/2017,7028,706799200071,1,24.0,0.5929,0.0,15.5107,VAT9,1.28
Goodman Fielder,21/07/2017,7028,706799200033,1,12.0,1.5483,0.0,20.2522,VAT9,1.67
Goodman Fielder,21/07/2017,7028,706799200033,1,12.0,1.5483,0.0,20.2522,VAT9,1.67
Goodman Fielder,21/07/2017,7028,706799200040,1,16.0,2.5229,0.0,44.0033,VAT9,3.63
Goodman Fielder,21/07/2017,7028,286,1,24.0,0.54,0.0,14.1264,VAT9,1.17
Reddy Sweets,21/07/2017,961,9300605030411,1,400.0,0.0436,0.0,19.0,VAT9,1.57
Reddy Sweets,21/07/2017,961,93573023,1,90.0,0.6272,0.0,61.53,VAT9,5.08
Reddy Sweets,21/07/2017,961,93545037,1,30.0,0.7186,0.0,23.5,VAT9,1.94
Reddy Sweets,21/07/2017,961,271,1,100.0,0.1266,0.0,13.8,VAT9,1.14
Reddy Sweets,21/07/2017,961,93573030,1,50.0,0.3211,0.0,17.5,VAT9,1.45
Reddy Sweets,21/07/2017,961,293,1,12.0,1.3761,0.0,18.0,VAT9,1.49
Legends Distributors,22/07/2017,2122,9310797257220,1,100.0,5.578,0.0,608.0,VAT9,50.2
Legends Distributors,22/07/2017,2122,9310797257237,1,20.0,10.7248,0.0,233.8,VAT9,19.3
Legends Distributors,22/07/2017,2122,9310797246439,1,10.0,5.2569,0.0,57.3,VAT9,4.73
Paradise Beverages,22/07/2017,1110074119,9421902692901,1,120.0,2.5153,0.0,329.01,VAT9,27.17
Paradise Beverages,22/07/2017,1110074119,9421014525302,1,1800.0,4.8508,0.0,9517.33,VAT9,785.83
Paradise Beverages,22/07/2017,1110074119,9421902692017,1,540.0,4.5183,0.0,2659.49,VAT9,219.59
Paradise Beverages,22/07/2017,1110074119,9421902692123,1,24.0,2.6888,0.0,70.34,VAT9,5.81
Paradise Beverages,22/07/2017,1110074119,9421902692123,1,120.0,2.6892,0.0,351.74,VAT9,29.04
Paradise Beverages,22/07/2017,1110074119,9421902692925,1,48.0,2.689,0.0,140.69,VAT9,11.62
Paradise Beverages,22/07/2017,1110074119,9421902692925,1,24.0,2.6888,0.0,70.34,VAT9,5.81
Paradise Beverages,22/07/2017,1110074119,9421902692925,1,24.0,2.6888,0.0,70.34,VAT9,5.81
Wang Zhang,23/07/2017,15,313,1,50.0,11.9266,0.0,650.0,VAT9,53.67
RB Patel,24/07/2017,4441082547,389,1,8.0,1.1468,0.0,10.0,VAT9,0.83
Zeeona,24/07/2017,,285,1,30.0,0.3058,0.0,9.9953,VAT9,0.83
Legends Distributors,24/07/2017,73395,302,1,50.0,1.7248,0.0,94.0,VAT9,7.76
Legends Distributors,24/07/2017,73395,9000056100007,1,30.0,6.0367,0.0,197.4,VAT9,16.3
Legends Distributors,24/07/2017,73395,5333333123401,1,100.0,0.8624,0.0,94.0,VAT9,7.76
Legends Distributors,24/07/2017,73395,110,1,20.0,6.1468,0.0,134.0,VAT9,11.06
oceanic,24/07/2017,150084219,397,1,20.0,2.587,0.0,56.3966,VAT9,4.66
Legends Distributors,24/07/2017,73371,302,1,70.0,1.726,0.0,131.6938,VAT9,10.87
Legends Distributors,24/07/2017,73371,9000056100007,1,60.0,6.037,0.0,394.8198,VAT9,32.6
Legends Distributors,24/07/2017,73371,9200129100112,1,15.0,9.486,0.0,155.0961,VAT9,12.81
Legends Distributors,24/07/2017,73371,9200129100150,1,15.0,12.936,0.0,211.5036,VAT9,17.46
Legends Distributors,24/07/2017,73371,9200129100259,1,5.0,21.56,0.0,117.502,VAT9,9.7
Legends Distributors,24/07/2017,73371,5333333123401,1,120.0,0.863,0.0,112.8804,VAT9,9.32
Legends Distributors,24/07/2017,73371,110,1,50.0,6.037,0.0,329.0165,VAT9,27.17
Legends Distributors,24/07/2017,73371,5555001340105,1,15.0,8.624,0.0,141.0024,VAT9,11.64
Legends Distributors,24/07/2017,73371,1461051648853,1,5.0,4.266,0.0,23.2497,VAT9,1.92
CJ Patel,25/07/2017,1115745,9338815001044,1,12.0,2.8288,0.0,37.0,VAT9,3.06
CJ Patel,25/07/2017,1115745,9338815001013,1,72.0,0.293,0.0,23.0,VAT9,1.9
CJ Patel,25/07/2017,1115745,9338815001136,1,72.0,0.2931,0.0,23.0,VAT9,1.9
CJ Patel,25/07/2017,1115745,9338815002645,1,48.0,1.6,0.0,83.71,VAT9,6.91
MH,26/07/2017,1170002157,9421014525500,1,96.0,2.672,0.0,279.6,VAT9,23.09
Legends Distributors,26/07/2017,1141,9310797257220,1,100.0,5.578,0.0,608.002,VAT9,50.2
Legends Distributors,26/07/2017,1141,9310797257237,1,20.0,10.7248,0.0,233.805,VAT9,19.31
Legends Distributors,26/07/2017,1141,9310797282161,1,10.0,5.693,0.0,62.0537,VAT9,5.12
Punjas,26/07/2017,12180053,416,1,48.0,1.2002,0.0,62.79,VAT9,5.18
Legends Distributors,26/07/2017,77934,9200129100112,1,5.0,9.486,0.0,51.6987,VAT9,4.27
Legends Distributors,26/07/2017,77934,5555001340105,1,5.0,8.624,0.0,47.0008,VAT9,3.88
Pinto Industries,26/07/2017,94854,242,1,36.0,1.529,0.0,59.9936,VAT9,4.95
Pinto Industries,26/07/2017,94854,254,1,250.0,0.1101,0.0,30.0077,VAT9,2.48
Pinto Industries,26/07/2017,94854,3,1,1000.0,0.0239,0.0,26.051,VAT9,2.15
shop n save,26/07/2017,66406,9414453905507,1,120.0,4.4495,0.0,582.0,VAT9,48.06
shop n save,26/07/2017,66406,9414453905507,1,120.0,4.4495,0.0,582.0,VAT9,48.06
shop n save,26/07/2017,66406,9414453905507,1,120.0,4.4495,0.0,582.0,VAT9,48.06
Coca Cola,27/07/2017,3010089691,9416216050813,1,60.0,2.156,0.0,141.0024,VAT9,11.64
Coca Cola,27/07/2017,3010089691,9416216050813,1,24.0,2.156,0.0,56.3966,VAT9,4.66
Coca Cola,27/07/2017,3010089691,9416216050813,1,12.0,2.156,0.0,28.1983,VAT9,2.33
Coca Cola,27/07/2017,3010089691,9416216050813,1,24.0,2.156,0.0,56.3966,VAT9,4.66
Coca Cola,27/07/2017,3010089691,632565000029,1,60.0,2.1304,0.0,139.3238,VAT9,11.5
Coca Cola,27/07/2017,3010089691,9416216283068,1,120.0,2.9587,0.0,386.9936,VAT9,31.95
Coca Cola,27/07/2017,3010089691,9416216283075,1,24.0,2.9571,0.0,77.3573,VAT9,6.39
Coca Cola,27/07/2017,3010089691,9416216283051,1,24.0,2.9575,0.0,77.3682,VAT9,6.39
Coca Cola,27/07/2017,3010089691,9416216283075,1,36.0,2.9571,0.0,116.0414,VAT9,9.58
Coca Cola,27/07/2017,3010089691,9416216284102,1,80.0,3.7846,0.0,330.0193,VAT9,27.25
Coca Cola,27/07/2017,3010089691,9416216284157,1,16.0,3.785,0.0,66.0104,VAT9,5.45
Coca Cola,27/07/2017,3010089691,9416216284133,1,40.0,3.785,0.0,165.026,VAT9,13.63
Coca Cola,27/07/2017,3010089691,9416216284133,1,40.0,3.785,0.0,165.026,VAT9,13.63
Coca Cola,27/07/2017,3010089691,632565000036,1,60.0,2.3128,0.0,151.2593,VAT9,12.49
Coca Cola,27/07/2017,3010089691,9416216002768,1,12.0,3.7156,0.0,48.6031,VAT9,4.01
Coca Cola,27/07/2017,3010089691,9416216002768,1,12.0,3.7156,0.0,48.6031,VAT9,4.01
Coca Cola,27/07/2017,3010089691,9416216075298,1,36.0,3.1957,0.0,125.4045,VAT9,10.35
Coca Cola,27/07/2017,3010089691,9416216075298,1,12.0,3.1957,0.0,41.8015,VAT9,3.45
Legends Distributors,27/07/2017,77940,302,1,100.0,1.726,0.0,188.134,VAT9,15.53
Legends Distributors,27/07/2017,77940,9000056100007,1,60.0,6.037,0.0,394.8198,VAT9,32.6
Legends Distributors,27/07/2017,77940,9200129100112,1,20.0,9.486,0.0,206.7948,VAT9,17.07
Legends Distributors,27/07/2017,77940,9200129100150,1,10.0,12.936,0.0,141.0024,VAT9,11.64
Legends Distributors,27/07/2017,77940,9200129100259,1,10.0,21.56,0.0,235.004,VAT9,19.4
Legends Distributors,27/07/2017,77940,5333333123401,1,150.0,0.863,0.0,141.1005,VAT9,11.65
Legends Distributors,27/07/2017,77940,110,1,50.0,6.037,0.0,329.0165,VAT9,27.17
Legends Distributors,27/07/2017,77940,5555001340105,1,20.0,8.624,0.0,188.0032,VAT9,15.52
Motibhai,27/07/2017,1180005680,9416323109459,1,132.0,1.8454,0.0,265.52,VAT9,21.92
Motibhai,27/07/2017,1180005680,7622300559991,1,24.0,0.6066,0.0,15.87,VAT9,1.31
Market,27/07/2017,,311,1,30.0,0.7333,0.0,23.98,VAT9,1.98
MH,28/07/2017,1170002188,9421902692437,1,48.0,3.6697,0.0,192.0,VAT9,15.85
Goodman Fielder,28/07/2017,13030,706799200781,1,60.0,0.7413,0.0,48.48,VAT9,4.0
Goodman Fielder,28/07/2017,13030,706799200774,1,60.0,0.7413,0.0,48.48,VAT9,4.0
Legends Distributors,28/07/2017,2165,9310797282161,1,10.0,5.693,0.0,62.0537,VAT9,5.12
Legends Distributors,28/07/2017,2165,9310797246439,1,10.0,5.2569,0.0,57.3013,VAT9,4.73
Ashabhai,28/07/2017,1965988,9416590000190,1,240.0,0.1661,0.0,43.4474,VAT9,3.59
oceanic,28/07/2017,150118706,397,1,20.0,2.587,0.0,56.3966,VAT9,4.66
oceanic,28/07/2017,150118706,79,1,20.0,5.175,0.0,112.815,VAT9,9.32
Zeeona,28/07/2017,376,93573023,1,90.0,0.6272,0.0,61.53,VAT9,5.08
Zeeona,28/07/2017,376,93573030,1,50.0,0.3119,0.0,17.0,VAT9,1.4
Zeeona,28/07/2017,376,271,1,200.0,0.1193,0.0,26.0,VAT9,2.15
Zeeona,28/07/2017,376,9300605030411,1,200.0,0.0413,0.0,9.0,VAT9,0.74
Zeeona,28/07/2017,376,280,1,200.0,0.0436,0.0,9.5,VAT9,0.78
Zeeona,28/07/2017,376,294,1,250.0,0.0367,0.0,10.0,VAT9,0.83
Zeeona,28/07/2017,376,374,1,138.0,0.0864,0.0,13.0,VAT9,1.07
Zeeona,28/07/2017,376,356,1,60.0,0.1468,0.0,9.6,VAT9,0.79
Legends Distributors,31/07/2017,2191,9310797257220,1,100.0,5.578,0.0,608.002,VAT9,50.2
Legends Distributors,31/07/2017,2191,9310797257237,1,40.0,10.725,0.0,467.61,VAT9,38.61
Legends Distributors,31/07/2017,2191,9310797282161,1,10.0,5.693,0.0,62.0537,VAT9,5.12
Ashabhai,01/08/2017,58706,9415093009549,1,6.0,2.133,0.0,13.952,VAT9,1.15
Zeeona,01/08/2017,,285,1,30.0,0.3057,0.0,9.9953,VAT9,0.83
Zeeona,01/08/2017,,2089,1,80.0,0.1212,0.0,10.573,VAT9,0.87
Market,02/08/2017,,11136002,1,20.0,1.6514,0.0,36.0,VAT9,2.97
Legends Distributors,02/08/2017,78155,9000056100007,1,10.0,6.037,0.0,65.8033,VAT9,5.43
Legends Distributors,02/08/2017,78155,302,1,20.0,1.726,0.0,37.6268,VAT9,3.11
oceanic,02/08/2017,150162013,397,1,30.0,2.587,0.0,84.5949,VAT9,6.98
Legends Distributors,03/08/2017,77982,302,1,100.0,1.726,0.0,188.134,VAT9,15.53
Legends Distributors,03/08/2017,77982,9000056100007,1,60.0,6.037,0.0,394.8198,VAT9,32.6
Legends Distributors,03/08/2017,77982,9200129100112,1,5.0,9.486,0.0,51.6987,VAT9,4.27
Legends Distributors,03/08/2017,77982,9200129100150,1,10.0,12.936,0.0,141.0024,VAT9,11.64
Legends Distributors,03/08/2017,77982,9200129100259,1,5.0,21.56,0.0,117.502,VAT9,9.7
Legends Distributors,03/08/2017,77982,5333333123401,1,150.0,0.863,0.0,141.1005,VAT9,11.65
Legends Distributors,03/08/2017,77982,110,1,50.0,6.037,0.0,329.0165,VAT9,27.17
Legends Distributors,03/08/2017,77982,5555001340105,1,15.0,8.624,0.0,141.0024,VAT9,11.64
Legends Distributors,03/08/2017,77982,1461051648853,1,5.0,4.266,0.0,23.2497,VAT9,1.92
Legends Distributors,03/08/2017,77982,5555001340204,1,5.0,17.248,0.0,94.0016,VAT9,7.76
RB Patel,03/08/2017,90799,9421901704841,1,6.0,33.945,0.0,222.0,VAT9,18.33
Coca Cola,03/08/2017,3010089861,9416216057324,1,120.0,1.6782,0.0,219.5,VAT9,18.12
oceanic,04/08/2017,150179678,397,1,20.0,2.587,0.0,56.3966,VAT9,4.66
oceanic,04/08/2017,150179678,79,1,10.0,5.175,0.0,56.4075,VAT9,4.66
Legends Distributors,05/08/2017,2244,9310797257220,1,100.0,5.578,0.0,608.002,VAT9,50.2
Legends Distributors,05/08/2017,2244,9310797257237,1,40.0,10.725,0.0,467.61,VAT9,38.61
Legends Distributors,05/08/2017,2244,9310797282161,1,10.0,5.693,0.0,62.0537,VAT9,5.12
